user,t,item,feat_0,feat_1
3812,18,9012,4743,58
3587,0,2472,2647,66
3587,1,8772,253,23
3587,1,947,253,23
3587,2,1088,796,59
3587,3,7445,4442,20
3587,4,1192,3089,52
3587,5,9071,4783,58
3587,5,9071,4783,58
3587,5,9071,4783,58
3587,5,9071,4783,58
3587,6,4274,1431,0
3587,7,3540,2144,44
3587,8,5441,2068,23
8464,0,1360,4371,58
8464,1,7238,2764,64
8464,1,7238,2764,64
8464,1,7238,2764,64
8464,2,8203,4736,12
8464,2,1921,1810,12
8464,2,1350,4256,65
8464,3,9009,269,14
8464,3,9033,269,14
8464,3,2323,269,14
8464,3,5733,269,14
8464,4,3279,3107,47
8464,5,8608,269,45
8464,5,7866,269,14
8464,5,4495,269,14
8464,5,5806,269,14
8464,5,5733,269,14
8464,5,9009,269,14
8464,5,2323,269,14
8464,5,1611,269,14
8464,6,4553,269,47
8464,6,3267,269,14
8464,6,9009,269,14
8464,6,5733,269,14
8464,6,2323,269,14
8464,6,5806,269,14
8464,7,2340,34,45
8464,8,4977,1391,57
8464,9,7395,269,14
8464,9,5806,269,14
8464,10,4087,269,14
8464,10,2380,269,14
8464,10,5869,269,14
8464,10,4677,269,14
8464,10,4538,269,14
8464,10,4340,269,14
8464,10,8608,269,45
2043,0,2306,57,55
2043,1,2034,3260,20
2043,2,2103,3107,45
2043,2,5517,3107,47
2043,2,8509,3107,47
2043,2,8381,3107,47
2043,2,3962,3107,47
2043,3,9625,3260,20
2043,4,652,3901,20
2043,4,1410,3668,20
2043,4,1410,3668,20
2043,5,6349,1889,32
4875,0,1969,76,23
4875,1,9334,2786,58
4875,2,1508,4106,52
4875,3,5961,388,64
4875,3,5961,388,64
4875,4,2713,4413,2
4875,5,6740,616,65
4875,6,2032,2115,14
4875,7,7926,2584,58
4875,7,5854,2584,58
4875,7,403,2584,58
4875,7,3034,2584,0
4875,7,1693,2584,58
4875,8,5301,185,9
4875,9,3095,4738,62
4875,10,6858,2579,23
4875,10,8743,1623,21
4875,10,9846,1623,21
4875,10,4957,1623,21
4875,10,1075,1623,21
4875,10,1638,1623,21
4875,10,5129,1623,21
4875,10,6858,2579,23
4875,10,6858,2579,23
4875,11,5907,2678,31
4362,0,2574,1118,29
4362,1,5123,3207,12
4362,2,9804,2816,58
4362,3,6785,270,58
4362,4,1987,2626,20
4362,5,1987,2626,20
4362,6,5132,126,0
8343,0,9263,4155,14
8343,1,2607,1297,40
8343,2,9263,4155,14
8343,3,9085,2511,47
8343,3,4739,294,45
8343,4,8062,2518,54
8343,5,9263,4155,14
8343,6,5879,4155,14
8343,7,3118,366,20
8343,8,5331,1774,20
8343,8,5331,1774,20
8343,9,276,948,14
8343,10,821,3001,42
8343,11,5879,4155,14
8343,11,5879,4155,14
8343,11,8380,1022,20
8343,12,5879,4155,14
8343,13,8455,1012,1
8343,14,6981,4172,20
8343,15,9031,4734,20
8343,16,6981,4172,20
8343,16,6981,4172,20
8343,16,6981,4172,20
8343,17,5911,4627,20
8343,18,5879,4155,14
8343,19,5879,4155,14
8343,20,9194,476,20
8343,21,2353,3801,9
8343,22,6210,1129,23
8343,23,2536,3688,14
8343,24,7230,187,30
8343,25,7588,521,14
8343,26,4481,2361,20
8343,26,3078,4267,44
8343,27,4397,1012,1
8343,28,7721,2392,20
8343,29,921,1287,52
8343,30,3153,4272,58
8343,31,10,826,64
8343,32,4453,2262,20
8343,33,2123,2335,14
8343,34,5075,4365,23
8343,35,5102,248,58
8343,35,44,347,0
8343,36,1581,4267,44
8343,36,1581,4267,44
8343,37,6908,4300,20
8343,38,2802,2124,20
8343,39,2035,2925,64
8343,40,7962,1430,20
8343,41,2161,1115,44
9420,0,4870,2359,44
9420,1,9280,1061,20
9420,2,2694,4565,47
9420,3,2694,4565,47
9420,4,2694,4565,47
9420,5,2694,4565,47
9420,6,2694,4565,47
8097,0,4609,4097,10
8097,0,9533,1135,32
8097,1,1187,1911,0
8097,1,1187,1911,0
8097,2,3940,1890,43
8097,2,1266,2489,20
8097,3,9110,1869,66
8097,3,9110,1869,66
8097,4,3243,3832,51
8097,5,4301,2368,51
8097,6,5963,3859,64
8097,6,5963,3859,64
8097,6,5963,3859,64
8097,6,5963,3859,64
8097,6,5963,3859,64
8097,6,5963,3859,64
8097,6,5963,3859,64
8097,7,5481,13,63
8097,8,2637,4354,66
8097,9,230,2622,58
8097,9,230,2622,58
8097,9,230,2622,58
8097,9,230,2622,58
7838,0,8550,2250,18
7838,0,8550,2250,18
7838,0,8550,2250,18
7838,0,8550,2250,18
7838,1,8550,2250,18
7838,1,8550,2250,18
7838,1,8550,2250,18
7838,1,3422,3395,18
7838,1,3422,3395,18
7838,2,9019,852,0
7838,3,3422,3395,18
7838,3,8550,2250,18
7838,3,8550,2250,18
7838,3,8550,2250,18
7838,3,8550,2250,18
7838,3,8550,2250,18
7838,4,5599,4002,23
7838,4,5599,4002,23
7838,5,1630,1309,66
7838,6,3915,1532,0
7838,7,8888,587,23
7838,8,8550,2250,18
7838,8,8550,2250,18
7838,8,8550,2250,18
7838,9,5596,1912,42
7838,9,8666,1912,42
7838,10,7237,3816,15
7838,11,7400,2542,12
7838,12,3852,2654,66
7838,13,8552,2710,20
7838,14,5174,834,51
7838,14,5174,834,51
7838,15,5174,834,51
7838,15,5174,834,51
7838,15,5174,834,51
7838,15,5174,834,51
7838,15,5174,834,51
7838,16,8675,3252,52
7838,17,5174,834,51
7838,17,5174,834,51
7838,18,5596,1912,42
7838,19,8886,1416,6
138,0,2756,3734,14
138,1,2304,94,51
138,1,3926,2019,20
138,2,7580,130,20
138,2,7580,130,20
138,3,1057,2649,14
138,4,4609,4097,10
138,5,8476,1190,10
138,6,3070,1512,20
138,6,6613,2450,58
138,7,1672,1666,58
138,8,6202,4334,10
138,9,1935,4311,20
138,10,8508,4334,45
138,11,8810,5,47
138,12,9703,944,14
138,13,7568,2455,50
138,14,3499,2226,58
138,14,8132,2226,58
138,15,3894,737,50
138,16,8013,4287,29
138,16,8013,4287,29
138,17,8039,4436,64
138,17,8039,4436,64
138,18,8287,3115,50
138,18,3897,106,20
4419,0,6963,78,0
4419,0,6963,78,0
4419,1,7608,3224,52
4419,2,7668,135,0
4419,2,6367,135,0
4419,3,1060,1873,64
4419,3,6445,1873,64
4419,4,4197,3802,0
4419,4,4197,3802,0
4419,4,8947,3802,0
4419,4,8378,3802,0
4419,5,735,243,0
4419,6,716,1633,38
4419,7,9574,135,0
4419,7,9574,135,0
4419,8,1837,1713,15
4419,9,5026,3539,66
4419,9,5026,3539,66
4419,10,990,3802,0
4419,11,7067,4325,57
4419,12,3525,2427,64
4419,12,3525,2427,64
4419,12,3525,2427,64
4419,13,9737,269,14
4419,13,2786,269,14
4419,13,5056,269,14
4419,14,898,2568,29
4419,15,7608,3224,52
4419,16,839,939,38
2683,0,7612,3649,17
2683,1,7612,3649,17
2683,2,7612,3649,17
2683,3,1441,269,14
2683,3,3362,269,14
2683,3,5778,269,14
2683,4,7612,3649,17
2683,5,7612,3649,17
2683,6,7612,3649,17
2683,7,7612,3649,17
2683,8,7612,3649,17
2683,9,7612,3649,17
2683,10,3009,269,14
2683,10,3842,269,14
2683,11,7612,3649,17
2683,12,7612,3649,17
2683,12,7612,3649,17
2683,13,7612,3649,17
2683,14,7612,3649,17
2683,15,7612,3649,17
2683,15,7612,3649,17
2683,16,7612,3649,17
2683,17,5806,269,14
2683,17,4289,269,14
2683,17,7320,269,14
2683,17,4495,269,14
2683,17,4884,4452,14
2683,17,3645,269,14
2683,17,8903,269,14
2683,17,3896,269,14
2683,17,9009,269,14
2683,17,8807,269,14
2683,18,7612,3649,17
2683,18,7612,3649,17
2683,19,7612,3649,17
2683,20,5056,269,14
2683,20,2309,269,14
2683,21,7612,3649,17
2936,0,1438,1576,20
2936,0,9792,1576,20
2936,0,9775,1576,20
2936,0,9775,1576,20
2936,0,9775,1576,20
2936,1,1792,280,59
2936,2,89,2359,44
2936,3,8005,2124,20
2936,4,2777,4060,20
2936,4,1252,4060,20
2936,5,8836,2801,20
5815,0,2005,1519,47
5815,1,7197,1457,20
5815,1,6707,3862,38
5815,1,6646,1457,20
5815,1,1785,1457,20
5815,2,8942,3862,38
8811,0,18,3976,0
8811,1,7822,4317,30
8811,1,7822,4317,30
8811,1,824,4317,30
8811,2,8743,1623,21
8811,3,3031,634,54
8811,3,2351,3448,52
8811,3,7832,383,32
8811,4,6108,3215,0
8811,5,8188,1447,58
8811,5,8236,1447,58
3580,0,6451,4569,55
3580,1,3173,222,52
3580,2,3319,3223,20
3580,3,3173,222,52
3580,4,1209,224,64
2103,0,5925,1270,14
2103,1,9544,647,32
920,0,2984,632,58
920,0,2984,632,58
920,0,2984,632,58
920,1,4070,4549,38
920,2,9494,4417,58
920,2,9494,4417,58
920,2,9494,4417,58
920,2,9494,4417,58
920,2,9494,4417,58
920,3,9036,1012,35
920,4,8926,1556,32
920,4,8926,1556,32
920,5,2728,1927,51
920,6,5171,3204,23
920,6,5171,3204,23
920,7,3090,2953,66
920,7,5587,2953,66
3668,0,5502,3441,45
3668,1,3832,1779,44
3668,2,4844,4205,22
3668,2,4844,4205,22
3668,2,4844,4205,22
3668,2,1236,4205,22
3668,3,8595,806,66
3668,4,2374,1239,20
3668,5,9635,4365,23
3668,6,7291,3367,14
3668,7,4114,1612,23
3668,7,1128,3722,66
3668,8,6953,1418,14
3668,9,8552,2710,20
3668,10,7612,3649,17
3668,11,7612,3649,17
3668,12,4277,3098,44
3668,12,4277,3098,44
3668,13,2829,2102,9
3668,14,7637,432,39
3668,14,7637,432,39
3668,14,7637,432,39
3668,15,540,269,14
3668,15,2464,269,14
3668,15,5806,269,14
3668,15,4087,269,14
3668,15,1586,269,14
3668,15,115,269,14
3668,15,4501,269,14
3668,16,7612,3649,17
3668,17,4194,399,65
8673,0,4754,927,9
8673,1,4331,168,45
8673,2,8427,523,23
8673,3,4331,168,45
8673,4,3346,2249,47
8673,5,2213,3282,32
8673,6,429,3250,63
8673,6,429,3250,63
8673,6,429,3250,63
8673,7,429,3250,63
8673,8,6547,2730,32
8673,8,6547,2730,32
8673,9,1085,1318,32
8673,10,9201,860,0
8673,11,6214,3326,17
8673,12,5362,522,32
8673,13,8182,3135,23
8673,13,5157,3135,44
8673,13,9769,3135,57
8673,13,7550,3135,52
8673,14,7599,582,58
8673,15,2856,4558,31
8673,16,4044,253,23
9463,0,5366,1554,52
9463,0,5366,1554,52
9463,1,2249,2262,20
9463,1,733,2262,20
9463,1,9213,2262,20
9463,2,3036,382,59
9463,3,1868,3664,0
9463,4,5366,1554,52
9463,4,5366,1554,52
9463,5,872,2226,58
9463,5,872,2226,58
9463,5,872,2226,58
9463,5,872,2226,58
9463,5,872,2226,58
9463,5,872,2226,58
9463,6,6965,4371,58
9463,6,6965,4371,58
9463,6,6965,4371,58
9463,7,1120,2122,58
9463,8,4278,3728,32
9463,9,5023,746,32
9463,10,5913,561,52
9463,10,5913,561,52
9463,11,2420,2262,20
9463,11,7487,2262,20
9463,11,7487,2262,20
9463,11,5595,2262,20
9463,11,5595,2262,20
9463,11,9650,2262,20
9463,11,7597,2262,20
9463,11,9650,2262,20
9463,11,9213,2262,20
9463,11,9213,2262,20
9463,11,7075,2262,20
9463,11,7075,2262,20
9463,11,2420,2262,20
9463,11,7597,2262,20
9463,12,9470,1632,0
9463,13,8538,2262,20
9463,13,4453,2262,20
9463,14,4302,1113,63
9463,14,4302,1113,63
9463,14,7315,2149,63
8200,0,4498,3141,60
8200,1,7939,4527,64
8200,2,3866,2054,42
8200,3,9076,3043,55
8200,3,9076,3043,55
8200,3,9076,3043,55
8200,4,2382,1665,47
8200,5,6717,3400,16
8200,6,2293,883,63
8200,6,2293,883,63
8200,7,7014,218,58
8200,8,8863,938,64
8200,8,4801,938,64
8200,8,4801,938,64
8200,8,4801,938,64
8200,9,2318,2106,64
8200,9,2318,2106,64
6918,0,7612,3649,17
6918,1,1577,2211,21
6918,1,6588,1295,32
6918,2,5635,4584,23
6918,2,3684,4584,23
6918,3,3684,4584,23
6918,3,3684,4584,23
6918,4,4545,3135,60
6918,4,3804,3135,0
6918,4,3630,3135,65
6918,4,8014,3135,65
6918,4,5386,3135,23
6918,4,5386,3135,23
6918,4,6415,3135,65
6918,4,4968,3135,23
6918,4,4004,3135,57
6918,4,7464,3135,23
6918,4,9081,3135,58
6918,4,1567,1472,51
6918,4,1210,3135,65
6918,4,3247,3135,65
6918,4,7550,3135,52
6918,4,6289,3135,32
6918,4,6289,3135,32
6918,4,9803,3135,44
6918,4,9081,3135,58
6918,5,7145,3430,59
6918,6,9852,749,0
935,0,2588,2925,64
935,0,2588,2925,64
935,1,9319,463,21
935,2,9020,2359,44
935,3,6250,253,63
935,3,6250,253,63
935,4,9824,4615,62
935,4,8759,3002,20
935,4,8645,775,20
935,5,6250,253,63
935,5,6250,253,63
935,5,6250,253,63
935,5,6250,253,63
935,6,2870,45,58
935,7,2990,4521,58
935,8,7964,2093,58
935,8,7964,2093,58
935,9,5016,2230,58
935,9,5016,2230,58
935,10,1053,81,34
935,11,6278,1681,18
366,0,7612,3649,17
366,1,4877,4653,22
366,2,7612,3649,17
366,3,7612,3649,17
366,4,2971,2262,20
366,5,7612,3649,17
366,6,9566,115,14
366,7,6836,1586,51
366,8,7612,3649,17
366,9,1787,2262,20
366,10,7612,3649,17
366,10,152,1327,20
366,11,7612,3649,17
366,12,7612,3649,17
366,13,7792,1900,51
366,13,7792,1900,51
366,14,5366,1554,52
366,14,5366,1554,52
366,15,2993,3764,52
366,15,7612,3649,17
9590,0,9157,2867,57
9590,0,9157,2867,57
9590,0,3825,4314,29
9590,0,3825,4314,29
9590,0,3825,4314,29
9590,1,5205,1047,2
9590,2,1350,4256,65
9590,3,3929,1606,52
9590,3,3929,1606,52
9590,4,1332,3625,42
3608,0,5913,561,52
3608,0,5913,561,52
3608,1,2671,1327,20
3608,1,6197,1327,20
3608,2,6197,1327,20
3608,3,680,2377,54
3608,4,8030,1337,42
3608,5,4010,1258,64
3608,5,4010,1258,64
3608,5,5186,2125,42
3608,6,5268,1494,29
3608,6,5268,1494,29
3608,7,1081,4074,57
3608,7,1081,4074,57
3608,7,1081,4074,57
3608,7,1081,4074,57
3608,7,1081,4074,57
527,0,3952,414,14
527,1,2273,116,36
527,2,9395,487,25
527,3,3797,4148,51
1429,0,2676,269,14
1429,0,1291,269,14
1429,0,8931,269,14
1429,0,3896,269,14
1429,0,1486,269,14
1429,0,9689,269,14
1429,1,3896,269,14
1429,1,9648,269,14
1429,1,2676,269,14
1429,1,1486,269,14
1429,1,1484,269,14
1429,2,5869,269,14
1429,2,6541,269,14
1429,2,4790,269,14
1429,2,1484,269,14
1429,2,3645,269,14
1429,2,4677,269,14
1429,2,2676,269,14
1429,3,3645,269,14
1429,4,4113,771,14
1429,5,5982,771,14
1429,6,6541,269,14
1429,6,7209,269,14
1429,6,2201,269,14
1429,6,3914,269,14
1429,6,1484,269,14
1429,7,6919,269,14
1429,7,6905,269,14
1429,7,4677,269,14
1429,7,7329,269,14
1429,7,4766,269,14
1429,7,1691,269,14
1429,7,2260,269,14
1429,8,3645,269,14
1429,8,2464,269,14
1429,8,1430,269,14
1429,8,6541,269,14
1429,8,7251,269,14
1429,8,7866,269,14
1429,8,8931,269,14
1429,8,5081,269,14
1429,9,7130,269,14
1429,9,9273,269,14
1429,9,6541,269,14
1429,9,6919,269,14
1429,9,7334,269,14
1429,9,4340,269,14
1429,10,8903,269,14
1429,10,1430,269,14
1429,10,2201,269,14
1429,10,5869,269,14
1429,10,4340,269,14
1429,11,1323,269,14
1429,11,1611,269,14
1429,11,2201,269,14
1429,11,198,269,47
1429,11,4340,269,14
1429,12,1611,269,14
1429,12,9123,269,14
1429,12,5733,269,14
1429,13,3390,269,14
1429,13,7092,269,14
1429,13,6304,269,14
1429,14,1484,269,14
1429,14,9667,269,14
1429,14,5869,269,14
5881,0,3612,3886,51
5881,1,9356,684,59
5881,2,8662,1347,0
5881,3,8255,2377,19
5881,3,7275,2377,67
5881,3,3411,2377,30
5881,3,3411,2377,30
5881,4,6611,4508,0
5881,4,5160,2029,20
5881,5,2248,298,18
5881,6,5715,131,65
5881,6,5715,131,65
5881,6,4040,131,65
5881,6,1516,131,47
5881,7,1345,3948,0
7269,0,8225,3448,59
7269,1,3733,741,51
7269,2,9259,2055,56
7269,2,7704,1978,51
7269,2,7704,1978,51
7269,2,7704,1978,51
7269,2,7704,1978,51
7269,2,7704,1978,51
7269,2,7704,1978,51
7269,2,7704,1978,51
7269,2,7704,1978,51
7269,2,7704,1978,51
7269,2,7704,1978,51
7269,3,8940,4580,14
7269,4,1461,3738,0
7269,5,5310,3335,38
1248,0,65,1904,45
1248,1,3363,4346,58
1248,2,3548,3961,57
1248,3,9863,2569,35
1248,3,1185,1521,55
1248,4,3822,3018,32
1248,5,4852,1967,58
1248,6,9353,913,50
1248,6,9353,913,50
8908,0,3767,2048,65
8908,1,1737,1224,40
8908,2,271,158,9
8908,3,2870,45,58
8908,4,82,2165,47
8908,5,6568,4196,44
8908,5,5287,4022,67
8908,6,5908,933,52
8908,7,5978,3064,45
8908,8,2115,158,9
8908,9,4817,1327,20
8908,9,4709,1327,20
8908,9,9523,1327,20
8908,9,4330,1327,20
8908,9,9206,1327,20
8908,9,3231,1327,20
8908,9,4365,1327,20
8908,9,9691,1327,20
8908,10,9691,1327,20
8908,10,4709,1327,20
8908,10,4817,1327,20
8908,10,4330,1327,20
8908,11,7179,2245,14
8908,12,6034,4055,12
8908,13,4965,2574,60
8908,14,4239,671,32
8908,14,4658,671,32
8018,0,5362,522,32
8018,1,4945,1508,20
8018,1,4945,1508,20
8018,1,4567,1508,20
8018,2,3205,3764,52
8018,3,3429,4765,32
8018,4,9556,3897,58
8018,5,2914,966,0
8018,6,7886,867,52
8018,7,7420,1556,32
8018,8,7886,867,52
8018,9,5802,4106,2
8018,10,5362,522,32
8018,11,2615,1719,16
8018,12,8693,2884,44
9359,0,7996,2268,52
9359,0,1013,2268,52
9359,0,2582,2268,52
9359,1,6488,1429,55
9359,2,8314,4405,63
9359,3,8061,3714,58
4047,0,6153,1181,44
4047,0,30,2147,44
4047,1,3057,1954,38
4047,1,803,1954,38
4047,2,9176,878,20
4047,3,3045,1217,38
4047,4,1689,4653,22
4047,5,5700,3556,32
4047,6,265,4564,64
4047,6,265,4564,64
4047,6,265,4564,64
4047,7,9078,3971,51
4047,8,1123,271,66
4047,8,1123,271,66
4047,8,1123,271,66
4047,8,1123,271,66
683,0,4462,2964,25
683,0,4462,2964,25
683,0,6687,2964,25
683,0,6687,2964,25
683,0,6687,2964,25
683,1,2595,3585,35
683,2,9347,1597,20
683,3,9347,1597,20
683,4,3930,1419,20
683,5,6687,2964,25
683,5,6687,2964,25
683,5,6687,2964,25
683,5,6687,2964,25
683,6,594,2918,14
683,7,2774,2600,51
683,8,9288,4402,20
683,9,8604,232,20
683,10,8189,1539,32
683,11,1368,4222,20
683,11,7441,4222,20
683,11,2786,269,14
683,11,3610,4222,20
683,11,3356,4222,20
683,11,1314,4222,20
683,11,4249,4222,20
683,11,7511,4222,20
683,11,6905,269,14
683,11,1721,4222,20
683,12,5056,269,14
683,12,2387,269,14
683,12,2380,269,14
683,12,2464,269,14
683,12,1486,269,14
683,13,8491,4222,20
683,14,6260,3205,32
7965,0,3852,2654,66
7965,0,3852,2654,66
7965,0,3852,2654,66
7965,0,6939,2654,66
7965,0,6939,2654,66
7965,0,4134,2654,66
7965,0,4134,2654,66
7965,0,4134,2654,66
7868,0,3182,100,21
7868,1,7051,4502,56
7868,2,1507,1215,50
7868,2,2242,1801,50
7868,3,7145,3430,59
7868,4,7275,2377,67
7868,5,7741,2297,16
7868,6,6001,1022,20
7868,6,3445,1022,20
7868,7,3948,1389,32
7868,8,7206,3048,55
7868,9,7615,1327,20
7868,9,9691,1327,20
7868,9,7825,1327,20
7868,9,8551,1327,20
7868,10,7183,1327,20
7868,10,9691,1327,20
7868,10,4779,2925,64
7868,11,6431,200,63
7868,11,5034,2590,63
7868,11,813,200,63
7868,12,9539,3378,20
7868,12,1166,3378,20
7868,12,3073,3378,20
7868,12,22,3378,20
7868,13,4029,1847,58
1546,0,4850,919,51
1546,1,8194,1205,0
1546,2,3773,3873,23
1546,3,1505,2193,32
1546,4,8403,2980,9
1546,5,1060,1873,64
1546,6,8377,1441,44
1546,7,723,3390,32
1546,8,9704,2877,30
1546,8,9704,2877,30
1546,9,2795,636,58
1546,9,9704,2877,30
1546,9,9704,2877,30
1546,9,2123,2335,14
1546,9,9704,2877,30
1546,9,9704,2877,30
1546,10,3722,1340,30
1546,11,9633,585,40
1546,12,3062,1925,58
1546,12,3062,1925,58
1546,13,2672,1797,39
6833,0,6278,1681,18
6833,0,6278,1681,18
6833,0,6278,1681,18
6833,0,6278,1681,18
6833,1,405,1309,60
6833,2,4471,4292,47
6833,3,5585,71,12
6833,4,7592,1419,20
6833,5,1295,3049,32
6833,6,1530,3508,20
6833,7,8221,4292,20
6833,7,2067,4292,47
6833,7,3418,4292,47
6833,7,4471,4292,47
6833,8,6584,108,20
6833,8,2056,3508,20
6833,9,8608,269,45
6833,9,3009,269,14
6833,9,3009,269,14
6833,10,7054,273,57
6833,11,2406,16,60
6833,11,2406,16,60
6833,12,4537,1097,66
6833,13,2056,3508,20
6833,14,5032,1179,0
6833,15,5032,1179,0
1437,0,41,220,55
1437,1,4294,4019,23
1437,2,4900,3494,66
1437,3,1664,1004,65
1437,4,447,2359,44
1437,4,7286,2359,44
1437,5,9665,772,21
1437,5,9665,772,21
1437,6,5005,3331,15
1437,7,4900,3494,66
1296,0,3255,3311,14
1296,0,8936,3311,14
1296,0,2267,3311,14
1296,0,2790,3311,14
1296,1,1304,3311,14
1296,1,3255,3311,14
1296,1,8936,3311,14
1296,2,2172,3741,20
1296,3,1593,4160,6
1296,4,137,615,59
1296,4,7007,615,59
1296,4,7007,615,59
1296,4,7007,615,59
1296,5,7973,3311,14
1296,5,2803,3311,14
1296,5,6520,3311,14
1296,5,4169,3311,14
1296,5,5513,3311,14
1296,5,7565,3311,14
1296,5,4490,3311,45
1296,6,9295,4787,59
1296,6,9295,4787,59
1296,7,7187,1035,60
1296,7,7089,1035,60
1296,7,7089,1035,60
1296,7,7089,1035,60
1296,7,7089,1035,60
1296,7,7187,1035,60
1296,7,7187,1035,60
1296,7,4024,1035,60
1296,8,1665,3077,67
1296,8,1916,3077,67
1296,9,2790,3311,14
1296,10,9360,3311,14
1296,10,8936,3311,14
1296,10,3824,3311,14
1296,10,8547,3311,14
1296,10,3068,3311,14
1296,10,2429,3311,14
1296,10,4169,3311,14
1296,10,8955,3311,14
1296,10,8356,3311,14
1296,11,2803,3311,14
1296,11,4666,3311,14
1296,11,6637,3311,14
1296,12,1938,3311,14
1296,12,2429,3311,14
1296,12,2803,3311,14
1296,12,7723,3311,14
1296,12,8955,3311,14
1296,12,8547,3311,14
1296,13,2365,969,14
1296,14,2745,3311,14
1296,14,8172,3311,14
1296,14,3068,3311,14
1296,15,3246,2530,47
1296,15,7105,2530,47
1296,15,918,2530,47
1296,15,8914,2530,47
1296,16,3068,3311,14
1296,16,5410,3311,14
1296,17,1938,3311,14
1296,17,1550,3311,14
4815,0,4251,1267,32
4815,0,4251,1267,32
4815,1,8837,298,57
4815,1,8837,298,57
4815,1,8837,298,57
4815,1,8185,298,23
4815,1,5531,298,30
4815,1,8736,298,29
4815,2,9660,1837,15
4815,2,9660,1837,15
4815,3,4525,298,63
4815,3,4525,298,63
4815,3,8030,1337,42
4815,3,3263,4438,32
4815,3,4525,298,63
4815,4,4227,298,23
4815,4,1246,298,23
4815,4,1340,298,23
4815,4,549,298,59
4815,4,384,298,59
4815,4,8993,298,23
4815,4,8736,298,29
4815,4,3849,298,59
4815,4,7751,2927,57
4815,4,9545,298,59
4815,4,4777,298,32
4815,4,6029,298,57
4815,4,6029,298,57
4815,4,6029,298,57
4815,4,6029,298,57
4815,5,1219,201,9
4815,6,7751,2927,57
4815,7,8802,4324,59
4815,8,7952,2923,52
4815,9,6535,298,58
4815,9,6535,298,58
4815,9,6535,298,58
4815,10,2439,4441,0
4815,11,8322,4138,15
4815,12,8993,298,23
4815,13,4571,4376,15
5548,0,3219,2634,32
5548,0,617,2634,32
5548,1,8310,4270,66
5548,2,1478,2240,22
5548,3,2098,3867,45
4546,0,5468,1771,51
4546,1,2382,1665,47
4546,2,84,2571,23
4546,3,950,4537,12
4546,4,6826,3799,30
4546,4,6826,3799,30
4546,4,6476,3799,30
4546,4,6728,3799,30
4546,5,117,4365,65
4546,6,7613,1457,20
4546,7,9136,4222,20
4546,7,6789,4222,20
4546,7,127,4222,20
4546,7,7469,4222,20
4546,8,6625,136,32
4546,9,7367,685,0
4546,10,3130,2853,66
4546,10,743,2427,64
4546,10,743,2427,64
4546,10,743,2427,64
4546,10,743,2427,64
4546,10,743,2427,64
4546,11,9490,3922,45
4546,11,6307,551,20
4308,0,6870,4417,58
4308,1,3195,1857,20
4308,1,3195,1857,20
4308,2,1468,2040,32
4654,0,3014,4421,23
4654,1,2505,2460,60
4654,1,2505,2460,60
4654,2,7667,710,66
4654,2,7667,710,66
4654,2,7667,710,66
4654,3,9727,516,64
4654,3,9727,516,64
4654,3,9727,516,64
4654,3,9727,516,64
6724,0,6776,102,52
6724,0,6776,102,52
6724,1,5453,846,12
6724,2,8688,1012,35
6724,2,5453,846,12
6724,3,7482,2781,63
6724,4,1809,4646,9
6724,5,4687,3904,58
6724,6,6301,298,23
6724,6,9087,298,2
6724,6,5531,298,30
6724,6,8837,298,57
6724,6,8837,298,57
6724,6,8837,298,57
6724,7,3025,1689,55
6724,8,7156,4636,44
6724,9,567,4625,32
6724,10,8865,3448,57
6724,11,2299,3448,63
6724,11,2299,3448,63
6724,11,2299,3448,63
6724,11,6570,3448,57
6724,11,6570,3448,57
6724,11,1476,3448,59
6724,11,1476,3448,59
6724,11,1476,3448,59
6724,11,3093,3448,59
6724,11,3093,3448,59
6724,12,9234,1616,32
6724,12,9062,1616,35
5104,0,658,3107,29
5104,0,2699,3107,47
5104,1,3829,1309,60
5104,1,3829,1309,60
5104,1,3829,1309,60
5104,1,739,1309,66
5104,1,646,1309,60
5104,1,646,1309,60
5104,2,2625,1703,57
5104,2,2625,1703,57
5104,2,2625,1703,57
5104,2,2625,1703,57
5104,2,2625,1703,57
5104,2,2625,1703,57
5104,3,7182,3091,64
5104,3,7182,3091,64
5104,3,7182,3091,64
5104,4,6563,3107,47
5104,4,9839,3107,47
5104,4,3012,3107,47
5104,5,4626,4311,20
5104,6,1808,2689,29
5104,7,3812,4679,64
5104,7,3812,4679,64
5104,8,5942,3107,47
5104,8,7314,3107,65
5104,8,4736,3107,47
5104,9,3888,3107,47
5104,9,5942,3107,47
5104,9,8113,3107,47
5104,9,1238,3107,47
5104,9,7314,3107,65
9365,0,8169,3156,0
9365,1,7831,2053,27
9365,2,8982,4043,57
9365,3,5100,4765,32
9365,3,5100,4765,32
5792,0,3575,487,25
5792,0,9395,487,25
5792,1,1871,3874,63
5792,1,4088,1786,51
5792,2,3876,2860,0
5792,2,3876,2860,0
5792,3,2077,487,25
5792,3,9526,487,25
5792,4,7612,3649,17
5792,5,1871,3874,63
5792,6,2077,487,25
7150,0,1161,683,12
4975,0,2144,78,0
4975,0,6963,78,0
4975,1,6707,3862,38
4975,2,6929,298,57
4975,2,7144,298,54
4975,2,1340,298,23
4975,3,5714,1735,50
4975,4,1655,2741,0
9460,0,7530,796,59
9460,1,2768,2705,45
9460,2,7759,1001,32
9460,3,376,3557,30
9460,3,376,3557,30
9460,3,376,3557,30
9460,3,376,3557,30
9460,3,376,3557,30
9460,3,5385,3557,30
